date,metric,submetric,value,display
Jan 1 2025,Births by borough,Staten Island,1140,Number
Oct 1 2022,Births by borough,Non-NYC Residents,3372,Number
Jan 1 2023,Births by borough,Non-NYC Residents,2984,Number
Apr 1 2023,Births by borough,Non-NYC Residents,3067,Number
Jul 1 2023,Births by borough,Non-NYC Residents,3335,Number
Oct 1 2023,Births by borough,Non-NYC Residents,3315,Number
Jan 1 2024,Births by borough,Non-NYC Residents,3131,Number
Apr 1 2024,Births by borough,Non-NYC Residents,3318,Number
Jul 1 2024,Births by borough,Non-NYC Residents,3506,Number
Oct 1 2024,Births by borough,Non-NYC Residents,3383,Number
Jan 1 2025,Births by borough,Non-NYC Residents,3046,Number
Oct 1 2022,Births by maternal race/ethnicity,Asian/PI,3888,Number
Jan 1 2023,Births by maternal race/ethnicity,Asian/PI,3537,Number
Apr 1 2023,Births by maternal race/ethnicity,Asian/PI,3505,Number
Jul 1 2023,Births by maternal race/ethnicity,Asian/PI,3662,Number
Oct 1 2023,Births by maternal race/ethnicity,Asian/PI,3663,Number
Jan 1 2024,Births by maternal race/ethnicity,Asian/PI,3580,Number
Apr 1 2024,Births by maternal race/ethnicity,Asian/PI,3578,Number
Jul 1 2024,Births by maternal race/ethnicity,Asian/PI,3809,Number
Oct 1 2024,Births by maternal race/ethnicity,Asian/PI,3996,Number
Jan 1 2025,Births by maternal race/ethnicity,Asian/PI,3660,Number
Oct 1 2022,Births by maternal race/ethnicity,Black,4509,Number
Jan 1 2023,Births by maternal race/ethnicity,Black,3994,Number
Apr 1 2023,Births by maternal race/ethnicity,Black,3964,Number
Jul 1 2023,Births by maternal race/ethnicity,Black,4209,Number
Oct 1 2023,Births by maternal race/ethnicity,Black,4235,Number
Jan 1 2024,Births by maternal race/ethnicity,Black,3898,Number
Apr 1 2024,Births by maternal race/ethnicity,Black,3862,Number
Jul 1 2024,Births by maternal race/ethnicity,Black,4082,Number
Oct 1 2024,Births by maternal race/ethnicity,Black,4046,Number
Jan 1 2025,Births by maternal race/ethnicity,Black,3711,Number
Oct 1 2022,Births by maternal race/ethnicity,Hispanic,7623,Number
Jan 1 2023,Births by maternal race/ethnicity,Hispanic,6900,Number
Apr 1 2023,Births by maternal race/ethnicity,Hispanic,7366,Number
Jul 1 2023,Births by maternal race/ethnicity,Hispanic,7632,Number
Oct 1 2023,Births by maternal race/ethnicity,Hispanic,7683,Number
Jan 1 2024,Births by maternal race/ethnicity,Hispanic,7420,Number
Apr 1 2024,Births by maternal race/ethnicity,Hispanic,7372,Number
Jul 1 2024,Births by maternal race/ethnicity,Hispanic,7836,Number
Oct 1 2024,Births by maternal race/ethnicity,Hispanic,7543,Number
Jan 1 2025,Births by maternal race/ethnicity,Hispanic,7088,Number
Oct 1 2022,Births by maternal race/ethnicity,White,9248,Number
Jan 1 2023,Births by maternal race/ethnicity,White,8376,Number
Apr 1 2023,Births by maternal race/ethnicity,White,8833,Number
Jul 1 2023,Births by maternal race/ethnicity,White,9124,Number
Oct 1 2023,Births by maternal race/ethnicity,White,9258,Number
Jan 1 2024,Births by maternal race/ethnicity,White,8959,Number
Apr 1 2024,Births by maternal race/ethnicity,White,9122,Number
Jul 1 2024,Births by maternal race/ethnicity,White,9271,Number
Oct 1 2024,Births by maternal race/ethnicity,White,9118,Number
Jan 1 2025,Births by maternal race/ethnicity,White,8891,Number
Oct 1 2022,Births by maternal race/ethnicity,Other/Unknown,627,Number
Jan 1 2023,Births by maternal race/ethnicity,Other/Unknown,542,Number
Apr 1 2023,Births by maternal race/ethnicity,Other/Unknown,595,Number
Jul 1 2023,Births by maternal race/ethnicity,Other/Unknown,651,Number
Oct 1 2023,Births by maternal race/ethnicity,Other/Unknown,660,Number
Jan 1 2024,Births by maternal race/ethnicity,Other/Unknown,661,Number
Apr 1 2024,Births by maternal race/ethnicity,Other/Unknown,625,Number
Jul 1 2024,Births by maternal race/ethnicity,Other/Unknown,715,Number
Oct 1 2024,Births by maternal race/ethnicity,Other/Unknown,720,Number
Jan 1 2025,Births by maternal race/ethnicity,Other/Unknown,681,Number
Oct 1 2022,Births by method,Cesarean,32.52,Percent
Jan 1 2023,Births by method,Cesarean,32.66,Percent
Apr 1 2023,Births by method,Cesarean,32.52,Percent
Jul 1 2023,Births by method,Cesarean,32.73,Percent
Oct 1 2023,Births by method,Cesarean,32.73,Percent
Jan 1 2024,Births by method,Cesarean,32.47,Percent
Apr 1 2024,Births by method,Cesarean,32.82,Percent
Jul 1 2024,Births by method,Cesarean,32.76,Percent
Oct 1 2024,Births by method,Cesarean,33.01,Percent
Jan 1 2025,Births by method,Cesarean,33.23,Percent
Oct 1 2022,Births by method,Vaginal,64.48,Percent
Jan 1 2023,Births by method,Vaginal,64.42,Percent
Apr 1 2023,Births by method,Vaginal,64.69,Percent
Jul 1 2023,Births by method,Vaginal,64.44,Percent
Oct 1 2023,Births by method,Vaginal,64.51,Percent
Jan 1 2024,Births by method,Vaginal,64.72,Percent
Apr 1 2024,Births by method,Vaginal,64.38,Percent
Jul 1 2024,Births by method,Vaginal,64.38,Percent
Oct 1 2024,Births by method,Vaginal,64.05,Percent
Jan 1 2025,Births by method,Vaginal,63.68,Percent
Oct 1 2022,Births by method,VBAC,3,Percent
Jan 1 2023,Births by method,VBAC,2.92,Percent
Apr 1 2023,Births by method,VBAC,2.79,Percent
Jul 1 2023,Births by method,VBAC,2.83,Percent
Oct 1 2023,Births by method,VBAC,2.76,Percent
Jan 1 2024,Births by method,VBAC,2.82,Percent
Apr 1 2024,Births by method,VBAC,2.8,Percent
Jul 1 2024,Births by method,VBAC,2.85,Percent
Oct 1 2024,Births by method,VBAC,2.95,Percent
Jan 1 2025,Births by method,VBAC,3.09,Percent
Oct 1 2022,Births by term,Very Pre-term,1.43,Percent
Jan 1 2023,Births by term,Very Pre-term,1.43,Percent
Apr 1 2023,Births by term,Very Pre-term,1.32,Percent
Jul 1 2023,Births by term,Very Pre-term,1.33,Percent
Oct 1 2023,Births by term,Very Pre-term,1.41,Percent
Jan 1 2024,Births by term,Very Pre-term,1.45,Percent
Apr 1 2024,Births by term,Very Pre-term,1.43,Percent
Jul 1 2024,Births by term,Very Pre-term,1.3,Percent
Oct 1 2024,Births by term,Very Pre-term,1.28,Percent
Jan 1 2025,Births by term,Very Pre-term,1.38,Percent
Oct 1 2022,Births by term,Pre-term,9.67,Percent
Jan 1 2023,Births by term,Pre-term,9.51,Percent
Apr 1 2023,Births by term,Pre-term,9.32,Percent
Jul 1 2023,Births by term,Pre-term,9.35,Percent
Oct 1 2023,Births by term,Pre-term,9.57,Percent
Jan 1 2024,Births by term,Pre-term,9.8,Percent
Apr 1 2024,Births by term,Pre-term,9.21,Percent
Jul 1 2024,Births by term,Pre-term,8.95,Percent
Oct 1 2024,Births by term,Pre-term,9.31,Percent
Jan 1 2025,Births by term,Pre-term,9.79,Percent
Oct 1 2022,Births by term,Term,90.33,Percent
Jan 1 2023,Births by term,Term,90.49,Percent
Apr 1 2023,Births by term,Term,90.68,Percent
Jul 1 2023,Births by term,Term,90.65,Percent
Oct 1 2023,Births by term,Term,90.43,Percent
Jan 1 2024,Births by term,Term,90.2,Percent
Apr 1 2024,Births by term,Term,90.79,Percent
Jul 1 2024,Births by term,Term,91.05,Percent
Oct 1 2024,Births by term,Term,90.69,Percent
Jan 1 2025,Births by term,Term,90.21,Percent
Oct 1 2022,Births by birthweight,Very Low,1.36,Percent
Jan 1 2023,Births by birthweight,Very Low,1.35,Percent
Apr 1 2023,Births by birthweight,Very Low,1.29,Percent
Jul 1 2023,Births by birthweight,Very Low,1.25,Percent
Oct 1 2023,Births by birthweight,Very Low,1.36,Percent
Jan 1 2024,Births by birthweight,Very Low,1.37,Percent
Apr 1 2024,Births by birthweight,Very Low,1.42,Percent
Jul 1 2024,Births by birthweight,Very Low,1.23,Percent
Oct 1 2024,Births by birthweight,Very Low,1.23,Percent
Jan 1 2025,Births by birthweight,Very Low,1.37,Percent
Oct 1 2022,Births by birthweight,Low,9.08,Percent
Jan 1 2023,Births by birthweight,Low,8.87,Percent
Apr 1 2023,Births by birthweight,Low,8.8,Percent
Jul 1 2023,Births by birthweight,Low,8.9,Percent
Oct 1 2023,Births by birthweight,Low,9.31,Percent
Jan 1 2024,Births by birthweight,Low,9.09,Percent
Apr 1 2024,Births by birthweight,Low,8.73,Percent
Jul 1 2024,Births by birthweight,Low,8.6,Percent
Oct 1 2024,Births by birthweight,Low,8.89,Percent
Jan 1 2025,Births by birthweight,Low,9.08,Percent
Oct 1 2022,Births by birthweight,Normal,90.9,Percent
Jan 1 2023,Births by birthweight,Normal,91.12,Percent
Apr 1 2023,Births by birthweight,Normal,91.18,Percent
Jul 1 2023,Births by birthweight,Normal,91.08,Percent
Oct 1 2023,Births by birthweight,Normal,90.68,Percent
Jan 1 2024,Births by birthweight,Normal,90.88,Percent
Apr 1 2024,Births by birthweight,Normal,91.26,Percent
Jul 1 2024,Births by birthweight,Normal,91.39,Percent
Oct 1 2024,Births by birthweight,Normal,91.1,Percent
Jan 1 2025,Births by birthweight,Normal,90.9,Percent
Oct 1 2022,Births by coverage,Medicaid,58.58,Percent
Jan 1 2023,Births by coverage,Medicaid,58.24,Percent
Apr 1 2023,Births by coverage,Medicaid,56.37,Percent
Jul 1 2023,Births by coverage,Medicaid,57.09,Percent
Oct 1 2023,Births by coverage,Medicaid,58.12,Percent
Jan 1 2024,Births by coverage,Medicaid,58.23,Percent
Apr 1 2024,Births by coverage,Medicaid,55.97,Percent
Jul 1 2024,Births by coverage,Medicaid,55.61,Percent
Oct 1 2024,Births by coverage,Medicaid,55.91,Percent
Jan 1 2025,Births by coverage,Medicaid,54.7,Percent
Oct 1 2022,Births by coverage,Non-Medicaid,41.42,Percent
Jan 1 2023,Births by coverage,Non-Medicaid,41.76,Percent
Apr 1 2023,Births by coverage,Non-Medicaid,43.63,Percent
Jul 1 2023,Births by coverage,Non-Medicaid,42.91,Percent
Oct 1 2023,Births by coverage,Non-Medicaid,41.88,Percent
Jan 1 2024,Births by coverage,Non-Medicaid,41.77,Percent
Apr 1 2024,Births by coverage,Non-Medicaid,44.03,Percent
Jul 1 2024,Births by coverage,Non-Medicaid,44.39,Percent
Oct 1 2024,Births by coverage,Non-Medicaid,44.09,Percent
Jan 1 2025,Births by coverage,Non-Medicaid,45.3,Percent
Oct 1 2022,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.18,Percent
Jan 1 2023,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.08,Percent
Apr 1 2023,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.2,Percent
Jul 1 2023,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.05,Percent
Oct 1 2023,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.27,Percent
Jan 1 2024,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.25,Percent
Apr 1 2024,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.33,Percent
Jul 1 2024,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.28,Percent
Oct 1 2024,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.17,Percent
Jan 1 2025,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.18,Percent
Oct 1 2022,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.58,Percent
Jan 1 2023,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.76,Percent
Apr 1 2023,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.96,Percent
Jul 1 2023,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.81,Percent
Oct 1 2023,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.72,Percent
Jan 1 2024,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.6,Percent
Apr 1 2024,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.63,Percent
Jul 1 2024,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.66,Percent
Oct 1 2024,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.76,Percent
Jan 1 2025,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.77,Percent
Oct 1 2022,Prenatal care in first trimester,Prenatal care in first trimester,71.64,Percent
Jan 1 2023,Prenatal care in first trimester,Prenatal care in first trimester,70.8,Percent
Apr 1 2023,Prenatal care in first trimester,Prenatal care in first trimester,72.88,Percent
Jul 1 2023,Prenatal care in first trimester,Prenatal care in first trimester,70.98,Percent
Oct 1 2023,Prenatal care in first trimester,Prenatal care in first trimester,71.93,Percent
Jan 1 2024,Prenatal care in first trimester,Prenatal care in first trimester,69.97,Percent
Apr 1 2024,Prenatal care in first trimester,Prenatal care in first trimester,71.55,Percent
Jul 1 2024,Prenatal care in first trimester,Prenatal care in first trimester,70.16,Percent
Oct 1 2024,Prenatal care in first trimester,Prenatal care in first trimester,71.45,Percent
Jan 1 2025,Prenatal care in first trimester,Prenatal care in first trimester,71.82,Percent
Oct 1 2022,Breastfed infants,Breastfed infants,89.76,Percent
Jan 1 2023,Breastfed infants,Breastfed infants,89.03,Percent
Apr 1 2023,Breastfed infants,Breastfed infants,89.26,Percent
Jul 1 2023,Breastfed infants,Breastfed infants,88.09,Percent
Oct 1 2023,Breastfed infants,Breastfed infants,88.05,Percent
Jan 1 2024,Breastfed infants,Breastfed infants,87.53,Percent
Apr 1 2024,Breastfed infants,Breastfed infants,87.69,Percent
Jul 1 2024,Breastfed infants,Breastfed infants,87.58,Percent
Oct 1 2024,Breastfed infants,Breastfed infants,87.58,Percent
Jan 1 2025,Breastfed infants,Breastfed infants,88,Percent
Oct 1 2022,Total deaths,Total,15690,Number
Jan 1 2023,Total deaths,Total,14470,Number
Apr 1 2023,Total deaths,Total,13089,Number
Jul 1 2023,Total deaths,Total,13124,Number
Oct 1 2023,Total deaths,Total,14776,Number
Jan 1 2024,Total deaths,Total,14990,Number
Apr 1 2024,Total deaths,Total,13070,Number
Jul 1 2024,Total deaths,Total,13035,Number
Oct 1 2024,Total deaths,Total,14168,Number
Jan 1 2025,Total deaths,Total,15214,Number
Oct 1 2022,Deaths by age,Under 1,111,Number
Jan 1 2023,Deaths by age,Under 1,101,Number
Apr 1 2023,Deaths by age,Under 1,93,Number
Jul 1 2023,Deaths by age,Under 1,105,Number
Oct 1 2023,Deaths by age,Under 1,115,Number
Jan 1 2024,Deaths by age,Under 1,107,Number
Apr 1 2024,Deaths by age,Under 1,92,Number
Jul 1 2024,Deaths by age,Under 1,92,Number
Oct 1 2024,Deaths by age,Under 1,101,Number
Jan 1 2025,Deaths by age,Under 1,106,Number
Oct 1 2022,Deaths by age,1 to 24,166,Number
Jan 1 2023,Deaths by age,1 to 24,185,Number
Apr 1 2023,Deaths by age,1 to 24,208,Number
Jul 1 2023,Deaths by age,1 to 24,182,Number
Oct 1 2023,Deaths by age,1 to 24,169,Number
Jan 1 2024,Deaths by age,1 to 24,198,Number
Apr 1 2024,Deaths by age,1 to 24,159,Number
Jul 1 2024,Deaths by age,1 to 24,196,Number
Oct 1 2024,Deaths by age,1 to 24,149,Number
Jan 1 2025,Deaths by age,1 to 24,150,Number
Oct 1 2022,Deaths by age,25 to 44,1004,Number
Jan 1 2023,Deaths by age,25 to 44,892,Number
Apr 1 2023,Deaths by age,25 to 44,841,Number
Jul 1 2023,Deaths by age,25 to 44,885,Number
Oct 1 2023,Deaths by age,25 to 44,871,Number
Jan 1 2024,Deaths by age,25 to 44,842,Number
Apr 1 2024,Deaths by age,25 to 44,783,Number
Jul 1 2024,Deaths by age,25 to 44,804,Number
Oct 1 2024,Deaths by age,25 to 44,778,Number
Jan 1 2025,Deaths by age,25 to 44,757,Number
Oct 1 2022,Deaths by age,45 to 64,3065,Number
Jan 1 2023,Deaths by age,45 to 64,2766,Number
Apr 1 2023,Deaths by age,45 to 64,2713,Number
Jul 1 2023,Deaths by age,45 to 64,2842,Number
Oct 1 2023,Deaths by age,45 to 64,2891,Number
Jan 1 2024,Deaths by age,45 to 64,2774,Number
Apr 1 2024,Deaths by age,45 to 64,2572,Number
Jul 1 2024,Deaths by age,45 to 64,2442,Number
Oct 1 2024,Deaths by age,45 to 64,2577,Number
Jan 1 2025,Deaths by age,45 to 64,2690,Number
Oct 1 2022,Deaths by age,65 to 84,6627,Number
Jan 1 2023,Deaths by age,65 to 84,6197,Number
Apr 1 2023,Deaths by age,65 to 84,5538,Number
Jul 1 2023,Deaths by age,65 to 84,5534,Number
Oct 1 2023,Deaths by age,65 to 84,6317,Number
Jan 1 2024,Deaths by age,65 to 84,6486,Number
Apr 1 2024,Deaths by age,65 to 84,5634,Number
Jul 1 2024,Deaths by age,65 to 84,5701,Number
Oct 1 2024,Deaths by age,65 to 84,6227,Number
Jan 1 2025,Deaths by age,65 to 84,6695,Number
Oct 1 2022,Deaths by age,85+,4717,Number
Jan 1 2023,Deaths by age,85+,4329,Number
Apr 1 2023,Deaths by age,85+,3696,Number
Jul 1 2023,Deaths by age,85+,3576,Number
Oct 1 2023,Deaths by age,85+,4413,Number
Jan 1 2024,Deaths by age,85+,4583,Number
Apr 1 2024,Deaths by age,85+,3830,Number
Jul 1 2024,Deaths by age,85+,3800,Number
Oct 1 2024,Deaths by age,85+,4336,Number
Jan 1 2025,Deaths by age,85+,4804,Number
Oct 1 2022,Deaths by sex,Male,8157,Number
Jan 1 2023,Deaths by sex,Male,7410,Number
Apr 1 2023,Deaths by sex,Male,6825,Number
Jul 1 2023,Deaths by sex,Male,7039,Number
Oct 1 2023,Deaths by sex,Male,7761,Number
Jan 1 2024,Deaths by sex,Male,7655,Number
Apr 1 2024,Deaths by sex,Male,6767,Number
Jul 1 2024,Deaths by sex,Male,6797,Number
Oct 1 2024,Deaths by sex,Male,7195,Number
Jan 1 2025,Deaths by sex,Male,7713,Number
Oct 1 2022,Deaths by sex,Female,7532,Number
Jan 1 2023,Deaths by sex,Female,7060,Number
Apr 1 2023,Deaths by sex,Female,6264,Number
Jul 1 2023,Deaths by sex,Female,6085,Number
Oct 1 2023,Deaths by sex,Female,7015,Number
Jan 1 2024,Deaths by sex,Female,7330,Number
Apr 1 2024,Deaths by sex,Female,6301,Number
Jul 1 2024,Deaths by sex,Female,6237,Number
Oct 1 2024,Deaths by sex,Female,6972,Number
Jan 1 2025,Deaths by sex,Female,7499,Number
Oct 1 2022,Deaths by race/ethnicity,Asian/PI,1499,Number
Jan 1 2023,Deaths by race/ethnicity,Asian/PI,1359,Number
Apr 1 2023,Deaths by race/ethnicity,Asian/PI,1224,Number
Jul 1 2023,Deaths by race/ethnicity,Asian/PI,1233,Number
Oct 1 2023,Deaths by race/ethnicity,Asian/PI,1541,Number
Jan 1 2024,Deaths by race/ethnicity,Asian/PI,1506,Number
Apr 1 2024,Deaths by race/ethnicity,Asian/PI,1352,Number
Jul 1 2024,Deaths by race/ethnicity,Asian/PI,1292,Number
Oct 1 2024,Deaths by race/ethnicity,Asian/PI,1479,Number
Jan 1 2025,Deaths by race/ethnicity,Asian/PI,1667,Number
Oct 1 2022,Deaths by race/ethnicity,Black,4285,Number
Jan 1 2023,Deaths by race/ethnicity,Black,3889,Number
Apr 1 2023,Deaths by race/ethnicity,Black,3626,Number
Jul 1 2023,Deaths by race/ethnicity,Black,3622,Number
Oct 1 2023,Deaths by race/ethnicity,Black,4037,Number
Jan 1 2024,Deaths by race/ethnicity,Black,4012,Number
Apr 1 2024,Deaths by race/ethnicity,Black,3669,Number
Jul 1 2024,Deaths by race/ethnicity,Black,3597,Number
Oct 1 2024,Deaths by race/ethnicity,Black,3907,Number
Jan 1 2025,Deaths by race/ethnicity,Black,4120,Number
Oct 1 2022,Deaths by race/ethnicity,Hispanic,3407,Number
Jan 1 2023,Deaths by race/ethnicity,Hispanic,3069,Number
Apr 1 2023,Deaths by race/ethnicity,Hispanic,2888,Number
Jul 1 2023,Deaths by race/ethnicity,Hispanic,2951,Number
Oct 1 2023,Deaths by race/ethnicity,Hispanic,3316,Number
Jan 1 2024,Deaths by race/ethnicity,Hispanic,3310,Number
Apr 1 2024,Deaths by race/ethnicity,Hispanic,2913,Number
Jul 1 2024,Deaths by race/ethnicity,Hispanic,2882,Number
Oct 1 2024,Deaths by race/ethnicity,Hispanic,3103,Number
Jan 1 2025,Deaths by race/ethnicity,Hispanic,3351,Number
Oct 1 2022,Deaths by race/ethnicity,White,6045,Number
Jan 1 2023,Deaths by race/ethnicity,White,5726,Number
Apr 1 2023,Deaths by race/ethnicity,White,4959,Number
Jul 1 2023,Deaths by race/ethnicity,White,4932,Number
Oct 1 2023,Deaths by race/ethnicity,White,5429,Number
Jan 1 2024,Deaths by race/ethnicity,White,5677,Number
Apr 1 2024,Deaths by race/ethnicity,White,4713,Number
Jul 1 2024,Deaths by race/ethnicity,White,4821,Number
Oct 1 2024,Deaths by race/ethnicity,White,5204,Number
Jan 1 2025,Deaths by race/ethnicity,White,5584,Number
Oct 1 2022,Deaths by race/ethnicity,Other/Unknown,454,Number
Jan 1 2023,Deaths by race/ethnicity,Other/Unknown,427,Number
Apr 1 2023,Deaths by race/ethnicity,Other/Unknown,392,Number
Jul 1 2023,Deaths by race/ethnicity,Other/Unknown,386,Number
Oct 1 2023,Deaths by race/ethnicity,Other/Unknown,453,Number
Jan 1 2024,Deaths by race/ethnicity,Other/Unknown,485,Number
Apr 1 2024,Deaths by race/ethnicity,Other/Unknown,423,Number
Jul 1 2024,Deaths by race/ethnicity,Other/Unknown,443,Number
Oct 1 2024,Deaths by race/ethnicity,Other/Unknown,475,Number
Jan 1 2025,Deaths by race/ethnicity,Other/Unknown,492,Number
Oct 1 2022,Deaths by cause,Accidents,416,Number
Jan 1 2023,Deaths by cause,Accidents,317,Number
Apr 1 2023,Deaths by cause,Accidents,342,Number
Jul 1 2023,Deaths by cause,Accidents,321,Number
Oct 1 2023,Deaths by cause,Accidents,375,Number
Jan 1 2024,Deaths by cause,Accidents,365,Number
Apr 1 2024,Deaths by cause,Accidents,371,Number
Jul 1 2024,Deaths by cause,Accidents,342,Number
Oct 1 2024,Deaths by cause,Accidents,374,Number
Jan 1 2025,Deaths by cause,Accidents,348,Number
Oct 1 2022,Deaths by cause,Alzheimer's,239,Number
Jan 1 2023,Deaths by cause,Alzheimer's,247,Number
Apr 1 2023,Deaths by cause,Alzheimer's,200,Number
Jul 1 2023,Deaths by cause,Alzheimer's,171,Number
Oct 1 2023,Deaths by cause,Alzheimer's,256,Number
Jan 1 2024,Deaths by cause,Alzheimer's,272,Number
Apr 1 2024,Deaths by cause,Alzheimer's,195,Number
